Inst |timeTL |backtTL |makespanTL |propTL |timeH |backtH |makespanH |propH |timeCTLH |backtCTLH |makespanCTLH |propCTLH |timeCH |backtCH |makespanCH |propCH |
j30_8_4.rcp | 7.84119E-4 | 33 | 48 | 0 | 0.001202061 | 33 | 48 | 0 | 0.001886619 | 33 | 48 | 0 | 0.0010805 | 33 | 48 | 0 | 
j30_8_5.rcp | 7.92208E-4 | 33 | 58 | 0 | 0.001327602 | 33 | 58 | 0 | 0.001785223 | 33 | 58 | 0 | 0.001072619 | 33 | 58 | 0 | 
j30_8_6.rcp | 7.93011E-4 | 33 | 47 | 0 | 0.001177964 | 33 | 47 | 0 | 0.001780019 | 33 | 47 | 0 | 0.001094993 | 33 | 47 | 0 | 
j30_8_7.rcp | 8.1675E-4 | 33 | 41 | 0 | 0.001178865 | 33 | 41 | 0 | 0.001944456 | 33 | 41 | 0 | 0.001182055 | 33 | 41 | 0 | 
j30_8_8.rcp | 8.16108E-4 | 33 | 51 | 0 | 0.001253249 | 33 | 51 | 0 | 0.001854752 | 33 | 51 | 0 | 0.001056276 | 33 | 51 | 0 | 
j30_8_9.rcp | 8.00256E-4 | 33 | 39 | 0 | 0.001147273 | 33 | 39 | 0 | 0.001831668 | 33 | 39 | 0 | 0.001077708 | 33 | 39 | 0 | 
j30_8_10.rcp | 7.83493E-4 | 33 | 67 | 0 | 0.001195649 | 33 | 67 | 0 | 0.001800013 | 33 | 67 | 0 | 0.001913238 | 33 | 67 | 0 | 
j30_9_1.rcp | 60.000046 | 1285969 | -1 | 1166190 | 60.00007 | 865821 | -1 | 621532 | 60.000053 | 610403 | -1 | 453677 | 60.000027 | 912355 | -1 | 528425 | 
j30_9_2.rcp | 60.000507 | 945086 | -1 | 1264620 | 60.00018 | 688775 | -1 | 681641 | 60.000034 | 453292 | -1 | 480164 | 60.000046 | 723830 | -1 | 770945 | 
j30_9_3.rcp | 60.000225 | 240227 | -1 | 683103 | 60.000427 | 189833 | -1 | 485243 | 60.000065 | 117711 | -1 | 326922 | 60.000134 | 119898 | -1 | 432070 | 
j30_9_4.rcp | 60.000034 | 506368 | -1 | 1180932 | 60.000225 | 376635 | -1 | 549146 | 60.00035 | 249808 | -1 | 360500 | 60.000084 | 332628 | -1 | 541255 | 
j30_9_5.rcp | 60.000153 | 548432 | -1 | 746485 | 60.00014 | 528202 | -1 | 382287 | 60.00016 | 372508 | -1 | 253604 | 60.000267 | 566194 | -1 | 408171 | 
j30_9_6.rcp | 60.000034 | 236171 | -1 | 870944 | 60.000504 | 165019 | -1 | 643305 | 60.000477 | 109373 | -1 | 429284 | 60.000294 | 161270 | -1 | 728072 | 
j30_9_7.rcp | 60.000027 | 645463 | -1 | 862484 | 60.000183 | 501424 | -1 | 537473 | 60.000072 | 348942 | -1 | 347522 | 60.000095 | 496526 | -1 | 552780 | 
j30_9_8.rcp | 60.000023 | 490762 | -1 | 1056068 | 60.000034 | 348537 | -1 | 676874 | 60.000286 | 248263 | -1 | 500001 | 60.00003 | 302610 | -1 | 541419 | 
j30_9_9.rcp | 60.00004 | 447924 | -1 | 823520 | 60.000046 | 297331 | -1 | 520235 | 60.00014 | 205060 | -1 | 370833 | 60.000088 | 285283 | -1 | 488659 | 
